LinkRole,http://www.xbrl.org/2003/role/link,,,,,,,,,,,,,,,,
Definition,,,,,,,,,,,,,,,,,
,,,,,,ref,,,,,,,,,,,
4266,ifrs-full,RegulatoryDeferralAccountCreditBalances,규제이연계정의 대변잔액,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,33,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_a&doctype=Standard,2021-03-24,,,,dart_all,
4267,ifrs-full,RegulatoryDeferralAccountCreditBalances,규제이연계정의 대변잔액,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,35,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_35&doctype=Standard,2021-03-24,,,,dart_all,
4268,ifrs-full,DescriptionOfBasisOnWhichRegulatoryDeferralAccountBalancesAreRecognisedAndDerecognisedAndHowTheyAreMeasuredInitiallyAndSubsequently,규제이연계정잔액이 인식되고 제거되는 근거와 최초 측정 및 후속측정 방법의 공시,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,32,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_32&doctype=Standard,2021-03-24,,,,dart_all,
4269,ifrs-full,DeferredTaxLiabilityAssociatedWithRegulatoryDeferralAccountBalances,규제이연계정잔액과 관련된 이연법인세부채,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,24,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_24&doctype=Standard,2021-03-24,,,,dart_all,
4270,ifrs-full,DeferredTaxLiabilityAssociatedWithRegulatoryDeferralAccountBalances,규제이연계정잔액과 관련된 이연법인세부채,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,B11,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_B11_b&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4271,ifrs-full,IncreaseDecreaseThroughChangesInDiscountRatesRegulatoryDeferralAccountCreditBalances,규제이연계정 대변잔액의 할인율의 변동으로 인한 증감,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,33,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_a_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4272,ifrs-full,DecreaseThroughImpairmentsRegulatoryDeferralAccountDebitBalances,규제이연계정 차변잔액의 손상에 따른 감소,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,33,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_a_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4273,ifrs-full,ElectricityDistributionMember,전기공급 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,IE2,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_IE2&doctype=Illustrative%20Examples,2021-03-24,,,,dart_all,
4274,ifrs-full,ElectricityDistributionMember,전기공급 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,33,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33&doctype=Standard,2021-03-24,,,,dart_all,
4275,ifrs-full,NetMovementInRegulatoryDeferralAccountBalancesRelatedToProfitOrLossDirectlyAssociatedWithDiscontinuedOperation,중단사업에 대한 당기손익으로 인식된 규제이연계정잔액의 순변동액,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,25,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_25&doctype=Standard,2021-03-24,,,,dart_all,
4276,ifrs-full,NetMovementInRegulatoryDeferralAccountBalancesRelatedToProfitOrLoss,당기손익으로 인식된 규제이연계정잔액의 순변동,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,23,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_23&doctype=Standard,2021-03-24,,,,dart_all,
4277,ifrs-full,NetMovementInRegulatoryDeferralAccountBalancesRelatedToProfitOrLoss,당기손익으로 인식된 규제이연계정잔액의 순변동,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,35,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_35&doctype=Standard,2021-03-24,,,,dart_all,
4278,ifrs-full,DisclosureOfRegulatoryDeferralAccountsExplanatory,규제이연계정에 대한 표시항목 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&doctype=Standard&dita_xref=IFRS14_g18-26_TI,2021-03-24,,,Presentation,dart_all,
4279,ifrs-full,DisclosureOfRegulatoryDeferralAccountsExplanatory,규제이연계정에 대한 표시항목 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&doctype=Standard&dita_xref=IFRS14_g27-36_TI,2021-03-24,,,Disclosure,dart_all,
4280,ifrs-full,OtherRegulatoryDeferralAccountDebitBalances,기타 규제이연계정 차변잔액,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,IE5,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_IE5&doctype=Illustrative%20Examples,2021-03-24,,,,dart_all,
4281,ifrs-full,OtherRegulatoryDeferralAccountDebitBalances,기타 규제이연계정 차변잔액,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,25,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_25&doctype=Standard,2021-03-24,,,,dart_all,
4282,ifrs-full,DecreaseThroughDisposalsRegulatoryDeferralAccountDebitBalances,규제이연계정 차변잔액의 처분에 의한 감소,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,33,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_a_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4283,ifrs-full,RegulatoryDeferralAccountBalancesClassifiedAsDisposalGroupsMember,처분자산집단으로 분류된 규제이연계정잔액 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,B22,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_B22&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4284,ifrs-full,StatementThatRegulatoryDeferralAccountBalanceIsNoLongerFullyRecoverableOrReversible,규제이연계정잔액을 더 이상 모두 회수하거나 반환할 수 없다고 결론내리는 경우 그 사실,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,36,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_36&doctype=Standard,2021-03-24,,,,dart_all,
4285,ifrs-full,ReclassificationAdjustmentsOnNetMovementInRegulatoryDeferralAccountBalancesBeforeTax,규제이연계정잔액의 세전순변동에 대한 재분류조정금액,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,22,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_22_b&doctype=Standard,2021-03-24,,,,dart_all,
4286,ifrs-full,OtherComprehensiveIncomeBeforeTaxNetMovementInRegulatoryDeferralAccountBalancesRelatedToItemsThatWillNotBeReclassifiedToProfitOrLoss,"세전기타포괄손익, 당기손익으로 재분류되지는 않을 규제이연계정잔액의 순변동액",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,22,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_22_a&doctype=Standard,2021-03-24,,,,dart_all,
4287,ifrs-full,OtherRegulatoryDeferralAccountCreditBalances,기타 규제이연계정 대변잔액,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,IE5,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_IE5&doctype=Illustrative%20Examples,2021-03-24,,,,dart_all,
4288,ifrs-full,OtherRegulatoryDeferralAccountCreditBalances,기타 규제이연계정 대변잔액,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,25,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_25&doctype=Standard,2021-03-24,,,,dart_all,
4289,ifrs-full,IncomeTaxRelatingToNetMovementInRegulatoryDeferralAccountBalancesRelatedToItemsThatWillNotBeReclassifiedToProfitOrLoss,당기손익으로 재분류되지 않을 기타포괄손익으로 인식된 규제이연계정잔액의 순변동액에 대한 법인세효과,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,22,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_22_a&doctype=Standard,2021-03-24,,,,dart_all,
4290,ifrs-full,RegulatoryDeferralAccountCreditBalancesAndRelatedDeferredTaxLiability,규제이연계정의 대변잔액과 관련된 이연법인세부채,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,24,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_24&doctype=Standard,2021-03-24,,,,dart_all,
4291,ifrs-full,RegulatoryDeferralAccountCreditBalancesAndRelatedDeferredTaxLiability,규제이연계정의 대변잔액과 관련된 이연법인세부채,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,B11,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_B11_a&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4292,ifrs-full,NetMovementInRegulatoryDeferralAccountBalancesRelatedToProfitOrLossAndNetMovementInRelatedDeferredTax,당기손익으로 인식된 규제이연계정잔액의 순변동과 관련 이연법인세의 순변동,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,24,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_24&doctype=Standard,2021-03-24,,,,dart_all,
4293,ifrs-full,NetMovementInRegulatoryDeferralAccountBalancesRelatedToProfitOrLossAndNetMovementInRelatedDeferredTax,당기손익으로 인식된 규제이연계정잔액의 순변동과 관련 이연법인세의 순변동,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,B12,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_B12_a&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4294,ifrs-full,IncreaseDecreaseThroughBalancesRecognisedInCurrentPeriodInStatementOfFinancialPositionRegulatoryDeferralAccountDebitBalances,규제이연계정차변잔액으로 당기 재무상태표에 인식한 금액,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,33,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4295,ifrs-full,DescriptionOfNatureOfRegulatoryRatesettingProcess,규제되는 요율 결정과정의 특성에 대한 설명,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,30,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_30_a&doctype=Standard,2021-03-24,,,,dart_all,
4296,ifrs-full,IncreaseDecreaseInDeferredTaxExpenseIncomeDueToRateRegulation,요율규제에 의한 이연법인세의 증가(감소),,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,34,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_34&doctype=Standard,2021-03-24,,,,dart_all,
4297,ifrs-full,RegulatoryDeferralAccountCreditBalancesDirectlyRelatedToDisposalGroup,처분자산집단에 직접적으로 관련된 규제이연계정 대변잔액,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,25,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_25&doctype=Standard,2021-03-24,,,,dart_all,
4298,ifrs-full,RegulatoryDeferralAccountBalancesMember,규제이연계정잔액 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,B22,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_B22&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4299,ifrs-full,PortionOfGainsLossesRecognisedWhenControlOfSubsidiaryIsLostAttributableToDerecognisingRegulatoryDeferralAccountBalancesInFormerSubsidiary,"종속기업에 대한 지배력을 상실에 대한 손익을 인식하는 경우, 종전 종속기업에 있는 제거할 규제이연계정잔액에 귀속된 손익 부분",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,B28,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_B28&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4300,ifrs-full,RegulatoryDeferralAccountDebitBalancesDirectlyRelatedToDisposalGroup,처분자산집단에 직접적으로 관련된 규제이연계정 차변잔액,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,25,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_25&doctype=Standard,2021-03-24,,,,dart_all,
4301,ifrs-full,DisclosureOfInformationAboutAmountsRecognisedInRelationToRegulatoryDeferralAccountBalancesExplanatory,인식된 규제이연계정잔액의 금액정보의 공시 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&doctype=Standard&dita_xref=IFRS14_g32-36_TI,2021-03-24,,,Explanation of recognised amounts,dart_all,
4302,ifrs-full,DecreaseThroughBalancesRecoveredInCurrentPeriodRegulatoryDeferralAccountDebitBalances,규제이연계정차변잔액이 당기 회수되어 감소한 금액,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,33,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_a_ii&doctype=Standard,2021-03-24,ii,,,dart_all,
4303,ifrs-full,OtherComprehensiveIncomeNetOfTaxNetMovementInRegulatoryDeferralAccountBalancesRelatedToItemsThatWillBeReclassifiedToProfitOrLoss,"세후기타포괄손익, 당기손익으로 재분류될 규제이연계정잔액의 순변동액",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,22,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_22_b&doctype=Standard,2021-03-24,,,,dart_all,
4304,ifrs-full,OtherComprehensiveIncomeNetOfTaxNetMovementInRegulatoryDeferralAccountBalancesRelatedToItemsThatWillBeReclassifiedToProfitOrLoss,"세후기타포괄손익, 당기손익으로 재분류될 규제이연계정잔액의 순변동액",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,35,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_35&doctype=Standard,2021-03-24,,,,dart_all,
4305,ifrs-full,RateregulatedActivitiesMember,요율규제활동 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,30,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_30&doctype=Standard,2021-03-24,,,,dart_all,
4306,ifrs-full,RateregulatedActivitiesMember,요율규제활동 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,33,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33&doctype=Standard,2021-03-24,,,,dart_all,
4307,ifrs-full,DeferredTaxAssetAssociatedWithRegulatoryDeferralAccountBalances,규제이연계정잔액과 관련된 이연법인세자산,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,24,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_24&doctype=Standard,2021-03-24,,,,dart_all,
4308,ifrs-full,DeferredTaxAssetAssociatedWithRegulatoryDeferralAccountBalances,규제이연계정잔액과 관련된 이연법인세자산,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,B11,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_B11_b&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4309,ifrs-full,IncreaseDecreaseThroughOtherChangesRegulatoryDeferralAccountDebitBalances,규제이연계정차변잔액의 기타 변경 증감액,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,33,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_a_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4310,ifrs-full,DescriptionOfImpactOfRateRegulationOnCurrentAndDeferredTax,당기법인세와 이연법인세 금액에 대한 요율규제의 영향 설명,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,34,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_34&doctype=Standard,2021-03-24,,,,dart_all,
4311,ifrs-full,ProfitLossIncludingNetMovementInRegulatoryDeferralAccountBalancesRelatedToProfitOrLossAndNetMovementInRelatedDeferredTax,규제이연계정잔액과 관련이연법인세의 변동의 순변동이 포함된 당기손익,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,23,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_23&doctype=Standard,2021-03-24,,,,dart_all,
4312,ifrs-full,IncreaseDecreaseThroughOtherChangesRegulatoryDeferralAccountCreditBalances,규제이연계정대변잔액의 기타 변경 증감액,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,33,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_a_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4313,ifrs-full,TypesOfRateregulatedActivitiesAxis,요율규제활동의 유형 [축],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,30,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_30&doctype=Standard,2021-03-24,,,,dart_all,
4314,ifrs-full,TypesOfRateregulatedActivitiesAxis,요율규제활동의 유형 [축],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,33,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33&doctype=Standard,2021-03-24,,,,dart_all,
4315,ifrs-full,IncreaseThroughItemsAssumedInBusinessCombinationRegulatoryDeferralAccountCreditBalances,규제이연계정 대변잔액의 사업결합에 의한 취득된 증가액,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,33,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_a_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4316,ifrs-full,EquityLiabilitiesAndRegulatoryDeferralAccountCreditBalances,"자본,부채 및 규제이연계정 대변잔액",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,21,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_21&doctype=Standard,2021-03-24,,,,dart_all,
4317,ifrs-full,DescriptionOfNatureAndExtentOfRateregulatedActivity,요율규제활동의 특성과 범위,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,30,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_30_a&doctype=Standard,2021-03-24,,,,dart_all,
4318,ifrs-full,ExplanationOfHowRateRegulatorIsRelated,요율규제자가 특수관계자인 경우 어떻게 관련되는지 설명,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,30,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_30_b&doctype=Standard,2021-03-24,,,,dart_all,
4319,ifrs-full,IncreaseDecreaseThroughChangesInDiscountRatesRegulatoryDeferralAccountDebitBalances,규제이연계정 차변잔액의 할인율의 변동으로 인한 증감,,http://www.xbrl.org/2003/role/exampleRef,IFRS,14,33,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_a_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4320,ifrs-full,RemainingRecoveryPeriodOfRegulatoryDeferralAccountDebitBalances2019,규제이연계정차변잔액의 장부금액을 회수(상각)하기 위해 기업이 예상하는 잔여기간,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,33,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_c&doctype=Standard,2021-03-24,,,,dart_all,
4321,ifrs-full,RemainingReversalPeriodOfRegulatoryDeferralAccountCreditBalances2019,규제이연계정대변잔액의 장부금액을 상환하기위해 기업이 예상하는 잔여기간,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,14,33,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=14&code=ifrs-tx-2021-en-r&anchor=para_33_c&doctype=Standard,2021-03-24,,,,dart_all,
4322,ifrs-full,DescriptionOfMethodsUsedToRecogniseRevenueFromContractsWithCustomers,고객과의 계약에서 생기는 수익의 인식에 사용한 방법에 대한 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,124,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_124_a&doctype=Standard,2021-03-24,,,,dart_all,
4323,ifrs-full,CurrentContractLiabilities,유동계약부채,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,105,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_105&doctype=Standard,2021-03-24,,,,dart_all,
4324,ifrs-full,DisclosureOfInformationAboutMethodsInputsAndAssumptionsUsedForAllocatingTransactionPriceExplanatory,"거래가격의 배분을 위해 사용한 방법, 투입변수와 가정에 대한 정보의 공시 [문장영역]",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,126,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_126_c&doctype=Standard,2021-03-24,,,,dart_all,
4325,ifrs-full,DisclosureOfInformationAboutMethodsInputsAndAssumptionsUsedForMeasuringObligationsForReturnsRefundsAndOtherSimilarObligationsExplanatory,"반환의무, 환불의무, 그 밖에 이와 비슷한 의무의 측정을 위해 사용한 방법, 투입변수와 가정에 대한 정보의 공시 [문장영역]",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,126,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_126_d&doctype=Standard,2021-03-24,,,,dart_all,
4326,ifrs-full,NoncurrentReceivablesFromContractsWithCustomers,고객과의 계약에서 생기는 비유동수취채권,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,105,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_105&doctype=Standard,2021-03-24,,,,dart_all,
4327,ifrs-full,IncreaseDecreaseThroughCumulativeCatchupAdjustmentsToRevenueArisingFromChangeInMeasureOfProgressContractLiabilities,"진행률 측정치의 변경으로 인한 수익의 누적효과 일괄조정에 따른 증가(감소), 계약부채",,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,118,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_118_b&doctype=Standard,2021-03-24,,,,dart_all,
4328,ifrs-full,IncreaseThroughBusinessCombinationsContractLiabilities,"사업결합에 따른 증가, 계약부채",,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,118,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_118_a&doctype=Standard,2021-03-24,,,,dart_all,
4329,ifrs-full,ExplanationOfWhenEntityExpectsToRecogniseTransactionPriceAllocatedToRemainingPerformanceObligationsAsRevenue,나머지 수행의무에 배분된 거래가격을 수익으로 인식할 것으로 예상하는 시기에 대한 설명,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,120,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_120_b_ii&doctype=Standard,2021-03-24,ii,,,dart_all,
4330,ifrs-full,TimingOfTransferOfGoodsOrServicesAxis,재화나 용역의 이전 시기 [축],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,f,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_f&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4331,ifrs-full,ProductsAndServicesMember,제품과 용역 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_a&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4332,ifrs-full,ProductsAndServicesMember,제품과 용역 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,8,32,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=8&code=ifrs-tx-2021-en-r&anchor=para_32&doctype=Standard,2021-03-24,,,,dart_all,
